V1,V2,V3,V4,V5,V6,V7,V8,V9,,Family,Area
,,,0.223473643,0.590345175,0.446885613,,,,Karachay-Balkar [krc],Turkic,3
,,,0.211482732,0.589567453,0.434956534,,,,Karakalpak [kaa],Turkic,3
,,,0.173271287,0.538618821,0.445479265,,,,Khakas [kjh],Turkic,3
,,,0.289016845,0.577806304,0.418299723,,,,Khalaj [klj],Turkic,3
,,,0.142871942,0.583026174,0.44374224,,,,Kirghiz [kir],Turkic,3
,,,0.266418034,0.590984686,0.425706236,,,,Tatar [tat],Turkic,3
,,,0.145091203,0.514761884,0.368721576,,,,Turkish [tur],Turkic,3
,,,0.20254733,0.546891224,0.48249716,,,,Turkmen [tuk],Turkic,3
,,,0.198795541,0.543655161,0.471374377,,,,Tuva [tyv],Turkic,3
,,,0.214600033,0.546282578,0.472945231,,,,Uighur [uig],Turkic,3
,,,0.2513871,0.527671482,0.406233627,,,,Uzbek [uzn],Turkic,3
,,,0.181312855,0.535605333,0.453059482,,,,Yakut [sah],Turkic,3
,,,0.350679729,0.045754307,0.386862791,,,,Paumarí [pad],Arawá,6
,,,0.457627441,0.309795231,0.518380565,,,,Mapudungun [arn],Araucanian,6
,,,0.560716913,0.141834744,0.407281838,,,,Apurinã [apu],Arawak,6
,,,0.76837306,0.234105206,0.536498092,,,,Guajira [guc],Arawak,6
,,,0.50348473,0.459839718,0.920729164,,,,Gooniyandi [gni],Bunuban,2
,,,0.482828916,0.299216734,0.4309168,,,,Gurr-goni [gge],Maningrida,2
,,,0.605630507,0.16731907,0.619317428,,,,Gaagudju [gbu],Gaagudju,2
,,,0.407013997,0.716172279,0.250079314,,,,Garawa [gbc],Wanyi-Garrwa,2
,,,0.646607262,0.056135457,0.582355807,,,,Bininj Gun-Wok [gup],Gunwinyku,2
,,,0.670178036,0.284284413,0.324862471,,,,Maung [mph],Iwaidjan,2
,,,0.553567857,0.223789646,0.649906517,,,,Limilngan [lmc],Darwin,2
,,,0.431159046,0.196305198,0.267824433,,,,Manggarayi [mpc],Gunwinyku,2
,,,0.606364576,0.065685257,0.503768118,,,,Mara [mec],Mara-Warndarang-Alawa,2
,,,0.443371405,0.099837553,0.550274124,,,,Warndarang [wnd],Mara-Warndarang-Alawa,2
,,,0.470740227,0.183917852,0.517039168,,,,Ngalakgan [nig],Gunwinyku,2
,,,0.539346766,0.053701453,0.48629209,,,,Nunggubuyu [nuy],Gunwinyku,2
,,,0.273533126,0.651615119,0.309037738,,,,Bandjalang [bdy],Pama-Nyungan,2
,,,0.284526503,0.744688286,0.401954667,,,,Dharumbal [bjy],Pama-Nyungan,2
,,,0.299465057,0.910950726,0.303291562,,,,Diyari [dif],Pama-Nyungan,2
,,,0.416787723,0.796474232,0.310728985,,,,Djapu [duj],Pama-Nyungan,2
,,,0.348594951,0.759592548,0.265082219,,,,Dyirbal [dbl],Pama-Nyungan,2
,,,0.264943028,0.746750362,0.165588204,,,,Bandjalang-Gidabal [bdy-3],Pama-Nyungan,2
,,,0.22575043,0.356843288,0.483743716,,,,Kalkatungu [ktg],Pama-Nyungan,2
,,,0.37734928,0.678655783,0.265687767,,,,Martuthunira [vma],Pama-Nyungan,2
,,,0.25012337,0.380155474,0.370028304,,,,Muruwari [zmu],Pama-Nyungan,2
,,,0.251935442,0.429017065,0.425147888,,,,Ngiyambaa [wyb],Pama-Nyungan,2
,,,0.293582178,0.373254579,0.428182761,,,,Nyangumarta [nna],Pama-Nyungan,2
,,,0.318279581,0.758962135,0.330471404,,,,Nyawaygi [nyt],Pama-Nyungan,2
,,,0.257146029,0.416506713,0.767991658,,,,Pitjantjatjara [pjt],Pama-Nyungan,2
,,,0.39246442,0.697596665,0.607491748,,,,Kuuk Thaayorre [thd],Pama-Nyungan,2
,,,0.319289887,0.710091075,0.41006119,,,,Uradhi [urf],Pama-Nyungan,2
,,,0.237783653,0.308425802,0.449680661,,,,Warlpiri [wbp],Pama-Nyungan,2
,,,0.315053365,0.596816305,0.153001825,,,,Warrnambool [xxx-31],Pama-Nyungan,2
,,,0.24318564,0.675156788,0.682213485,,,,Wirangu [wiw],Pama-Nyungan,2
,,,0.261423392,0.225135265,0.353657297,,,,Yanyuwa [jao],Pama-Nyungan,2
,,,0.341734991,0.765077429,0.484767704,,,,Yidiny [yii],Pama-Nyungan,2
,,,0.309820143,0.637502328,0.441178122,,,,Yir Yoront [yiy],Pama-Nyungan,2
,,,0.297754184,0.77284623,0.285968459,,,,Kayardild [gyd],Tangkic,2
,,,0.186705787,0.331938724,0.324091077,,,,Yukulta [gcd],Tangkic,2
,,,0.682311865,0.264750422,0.464650241,,,,Tiwi [tiw],Tiwi,2
,,,0.368445894,0.392998037,0.33589126,,,,Djingili [jig],Mirndi,2
,,,0.372661267,0.166988079,0.303544913,,,,Wambaya [wmb],Mirndi,2
,,,0.869009248,0.390846475,0.58401828,,,,Ughele [uge],Austronesian,5
,,,0.617273324,0.379038668,0.640338601,,,,Ngarinyin [ung],Wororan,2
,,,0.251393784,0.159927872,0.388264871,,,,Wardaman [wrr],Yangman,2
,,,0.850012125,0.7641049,0.207244248,,,,Semelai [sza],Austroasiatic,3
,,,0.798057588,0.791375086,0.494615854,,,,Brao [brb],Austroasiatic,3
,,,0.800212069,0.824196312,0.523840715,,,,Chrau [crw],Austroasiatic,3
,,,0.789937274,0.788666207,0.445953886,,,,Cua [cua],Austroasiatic,3
,,,0.757720177,0.801297064,0.490802509,,,,Sapuan [spu],Austroasiatic,3
,,,0.82853931,0.786701572,0.479890844,,,,Sedang [sed],Austroasiatic,3
,,,0.839593992,0.813098768,0.449266796,,,,Sre [kpm],Austroasiatic,3
,,,0.773289315,0.784564208,0.487781229,,,,Stieng [sti],Austroasiatic,3
,,,0.789575825,0.797692341,0.454330109,,,,Katu [ktv],Austroasiatic,3
,,,0.618862379,0.693626994,0.195159711,,,,Khasi [kha],Austroasiatic,3
,,,0.768263355,0.765459692,0.540454392,,,,Khmer [khm],Austroasiatic,3
,,,0.78147757,0.811095495,0.524051142,,,,Mon [mnw],Austroasiatic,3
,,,0.321336097,0.360197416,0.541954397,,,,Ho [hoc],Austroasiatic,3
,,,0.091945488,0.490799936,0.390887165,,,,Kharia [khr],Austroasiatic,3
,,,0.196149591,0.550288445,0.2418696,,,,Korku [kfq],Austroasiatic,3
,,,0.367524692,0.305532821,0.451932644,,,,Mundari [unr],Austroasiatic,3
,,,0.111913487,0.513271715,0.527435789,,,,Remo [bfw],Austroasiatic,3
,,,0.23282496,0.376543177,0.306091591,,,,Santali [sat],Austroasiatic,3
,,,0.183153885,0.389876051,0.414922919,,,,Sora [srb],Austroasiatic,3
,,,0.787198298,0.724115092,0.252677336,,,,Car [caq],Austroasiatic,3
,,,0.787228148,0.811394134,0.453362909,,,,Khmu [kjg],Austroasiatic,3
,,,0.733175529,0.842688783,0.548646392,,,,Mlabri [mra],Austroasiatic,3
,,,0.795324648,0.782437726,0.479100446,,,,Palaung [plw],Austroasiatic,3
,,,0.808211134,0.80949677,0.480848019,,,,Vietnamese [vie],Austroasiatic,3
,,,0.815157664,0.623001969,0.333466037,,,,Malagasy [bhr],Austronesian,1
,,,0.882099679,0.602339085,0.369760107,,,,Tatana [txx],Austronesian,5
,,,0.749584783,0.728459953,0.591075139,,,,Buru [mhs],Austronesian,5
,,,0.905947922,0.490199313,0.603240196,,,,Kambera [xbr],Austronesian,5
,,,0.720361508,0.648959714,0.628418127,,,,Lamaholot [slp],Austronesian,5
,,,0.807683039,0.453951834,0.700867401,,,,Larike [alo],Austronesian,5
,,,0.909811862,0.418219761,0.646663709,,,,Selaru [slu],Austronesian,5
,,,0.83851588,0.734989337,0.467102107,,,,Manggarai [mqy],Austronesian,5
,,,0.784905728,0.708433038,0.487246129,,,,Ngadha [nxg],Austronesian,5
,,,0.76628086,0.477947231,0.689669338,,,,Nuaulu [nxl],Austronesian,5
,,,0.746122406,0.701152877,0.466348028,,,,Palue [ple],Austronesian,5
,,,0.801936149,0.678576378,0.245870847,,,,Sawu [hvn],Austronesian,5
,,,0.782630013,0.660236571,0.616106039,,,,Tetun [tet],Austronesian,5
,,,0.837273336,0.614554344,0.645714839,,,,Tugun [tzn],Austronesian,5
,,,0.897398971,0.479583149,0.310727242,,,,Chamorro [cha],Austronesian,5
,,,0.751746997,0.594164011,0.485144594,,,,Bikol [bcl],Austronesian,5
,,,0.764073761,0.602287582,0.344305998,,,,Cebuano [ceb],Austronesian,5
,,,0.734769068,0.600694548,0.393475468,,,,Hiligaynon [hil],Austronesian,5
,,,0.732951228,0.58862793,0.378347023,,,,MaiBrat [ayz],West Papuan,5
,,,0.797314078,0.546453707,0.250691971,,,,Tagalog [tgl],Austronesian,5
,,,0.775484945,0.620140193,0.317374383,,,,Agta [agt],Austronesian,5
,,,0.746867278,0.570669981,0.402635322,,,,Balangao [blw],Austronesian,5
,,,0.785868262,0.563886459,0.365623793,,,,Bontok [bnc],Austronesian,5
,,,0.730931188,0.574563393,0.335783393,,,,Ifugao_Batad [ifb],Austronesian,5
,,,0.739940648,0.58449292,0.333766553,,,,Ilokano [ilo],Austronesian,5
,,,0.804008884,0.410518676,0.396863002,,,,Kapampangan [pam],Austronesian,5
,,,0.725842918,0.555327748,0.362237909,,,,Pangasinan [pag],Austronesian,5
,,,0.891111017,0.750251794,0.32631894,,,,Drehu [dhv],Austronesian,5
,,,0.982892867,0.469627234,0.449711384,,,,Fijian [fij],Austronesian,5
,,,0.71432321,0.763134799,0.312075177,,,,Hawaiian [haw],Austronesian,5
,,,0.723272577,0.505319983,0.679052664,,,,Kairiru [kxa],Austronesian,5
,,,0.865113117,0.487767738,0.577499413,,,,Kilivila [kij],Austronesian,5
,,,0.906977549,0.464648933,0.411094739,,,,Kiribati [gil],Austronesian,5
,,,0.670867863,0.784617699,0.286535909,,,,Maori [mri],Austronesian,5
,,,0.86529495,0.606102289,0.499039703,,,,Mokilese [mkj],Austronesian,5
,,,0.845594602,0.377418565,0.553877607,,,,Mussau [emi],Austronesian,5
,,,0.748262745,0.55498649,0.611456486,,,,Mwotlap [mlv],Austronesian,5
,,,0.918056728,0.558104124,0.528252421,,,,Nakanai [nak],Austronesian,5
,,,0.861355419,0.763147581,0.293100898,,,,Niue [niu],Austronesian,5
,,,0.803872348,0.363942325,0.640693634,,,,Paamese [pma],Austronesian,5
,,,0.757059616,0.763102093,0.324609014,,,,Rapa_Nui [rap],Austronesian,5
,,,0.835232655,0.419018066,0.562720539,,,,Saa [apb],Austronesian,5
,,,0.781146445,0.89335219,0.542464117,,,,Samoan [smo],Austronesian,5
,,,0.780352317,0.777578437,0.306832758,,,,Tahitian [tah],Austronesian,5
,,,0.950459163,0.497075484,0.416846182,,,,Teop [tio],Austronesian,5
,,,0.79918001,0.527479276,0.514482094,,,,Tigak [tgc],Austronesian,5
,,,0.810678576,0.655800311,0.310443135,,,,Tiri [cir],Austronesian,5
,,,0.547666283,0.550648262,0.739516572,,,,Tobati [tti],Austronesian,5
,,,0.82794807,0.604046505,0.355405116,,,,Kuanua [ksd],Austronesian,5
,,,0.872780782,0.79874304,0.494571984,,,,Tongan [ton],Austronesian,5
,,,0.817638966,0.402343558,0.613353865,,,,Toqabaqita [mlu],Austronesian,5
,,,0.744731956,0.624487762,0.260081835,,,,Amis [ami],Austronesian,5
,,,0.865296486,0.599864083,0.251460882,,,,Paiwan [pwn],Austronesian,5
,,,0.780801036,0.432248789,0.357276726,,,,Palauan [pau],Austronesian,5
,,,0.814274345,0.60156432,0.469320546,,,,Bajau_Semporna [ssb],Austronesian,5
,,,0.815967278,0.509747658,0.671162739,,,,Ambai [amk],Austronesian,5
,,,0.792049271,0.455507431,0.624967107,,,,Biak [bhw],Austronesian,5
,,,0.759748173,0.463255277,0.597972866,,,,Irarutu [irh],Austronesian,5
,,,0.727570607,0.485090222,0.596777671,,,,Mor [mhz],Austronesian,5
,,,0.863966417,0.610828411,0.612580032,,,,Taba [mky],Austronesian,5
,,,0.799770398,0.615057543,0.400177046,,,,Tboli [tbl],Austronesian,5
,,,0.77855604,0.630758203,0.326769676,,,,Manobo_Western Bukidnon [mbb],Austronesian,5
,,,0.827226936,0.561748985,0.457339693,,,,Bugis [bug],Austronesian,5
,,,0.856217053,0.413088498,0.506807425,,,,Konjo [kjc],Austronesian,5
,,,0.901949266,0.416382952,0.487969023,,,,Makassar [mak],Austronesian,5
,,,0.874541526,0.432792435,0.497793293,,,,Muna [mnb-2],Austronesian,5
,,,0.846182439,0.291342118,0.536971307,,,,Tolaki [lbw],Austronesian,5
,,,0.83982075,0.646705865,0.425816442,,,,Tondano [tdn],Austronesian,5
,,,0.857866373,0.455672076,0.423866751,,,,Tukang_Besi [khc],Austronesian,5
,,,0.92108285,0.480982172,0.556559375,,,,Uma [ppk],Austronesian,5
,,,0.832436296,0.422288626,0.493358216,,,,Wolio [wlo],Austronesian,5
,,,0.873227666,0.598169949,0.560882148,,,,Acehnese [ace],Austronesian,5
,,,0.839886324,0.699296531,0.461173759,,,,Balinese [ban],Austronesian,5
,,,0.860596548,0.524345169,0.399140426,,,,Karo_Batak [btx],Austronesian,5
,,,0.832571265,0.538465677,0.44761185,,,,Toba_Batak [bbc],Austronesian,5
,,,0.763121448,0.760172808,0.506422016,,,,Cham_Eastern [cjm],Austronesian,3
,,,0.791073255,0.77316566,0.522319644,,,,Cham_Western [cja],Austronesian,3
,,,0.760466288,0.532669667,0.431155305,,,,Enggano [eno],Austronesian,5
,,,0.811256236,0.697996269,0.467901804,,,,Iban [iba],Austronesian,5
,,,0.889563064,0.672124321,0.425306039,,,,Indonesian [ind],Austronesian,5
,,,0.869730145,0.672771478,0.447146131,,,,Javanese [jav],Austronesian,5
,,,0.863015049,0.666294165,0.472241999,,,,Lampung [ljp],Austronesian,5
,,,0.831841113,0.653137563,0.435912825,,,,Madurese [mad],Austronesian,5
,,,0.715656874,0.739137143,0.431733054,,,,Manadonese [xmm],Austronesian,5
,,,0.858854385,0.675629938,0.459896006,,,,Minangkabau [min],Austronesian,5
,,,0.93585089,0.612961208,0.318314284,,,,Nias [nia],Austronesian,5
,,,0.82157134,0.698973781,0.460383958,,,,Sundanese [sun],Austronesian,5
,,,0.827464868,0.812553285,0.553238311,,,,Urak_Lawoi [urk],Austronesian,3
,,,0.780019079,0.640522727,0.215326631,,,,Rukai [dru],Austronesian,5
,,,0.862536953,0.501673063,0.405755995,,,,Yap [yap],Austronesian,5
,,,0.191463094,0.30758307,0.490320688,,,,Aymara [ayr],Aymaran,6
,,,0.106538988,0.364577696,0.511179341,,,,Jaqaru [jqr],Aymaran,6
,,,0.170202778,0.445357327,0.43401414,,,,Awa Pit [kwi],Barbacoan,6
,,,0.148078319,0.309243452,0.38208408,,,,Basque [eus],Basque,3
,,,0.403541597,0.65300061,0.820657242,,,,Imonda [imn],Trans New Guinea,5
,,,0.233971341,0.598358742,0.709026168,,,,Edolo [etr],Trans New Guinea,5
,,,0.311938673,0.548885001,0.481865943,,,,Yelmek [jel],Bulaka,5
,,,0.125594222,0.272474061,0.403777889,,,,Burushaski [bsk],Burushaski,3
,,,0.590315428,0.137169728,0.776500034,,,,Wichita [wic],Caddoan,4
,,,0.421169895,0.18597548,0.575801238,,,,Jebero [jeb],Cahuapanan,6
,,,0.273163733,0.1536961,0.54424286,,,,Carib [car],Cariban,6
,,,0.500810887,0.103704436,0.425450054,,,,Hixkaryana [hix],Cariban,6
,,,0.210848601,0.220378578,0.370777657,,,,Macushi [mbc],Cariban,6
,,,0.946989727,0.32338824,0.446426271,,,,Cayuvava [cyb],Cayuvava,6
,,,1,0.404382357,0.434511502,,,,Wari' [pav],Chapacura,6
,,,0.255161631,0.510050939,0.953888437,,,,Ika [arh],Chibchan,6
,,,0.097754611,0.292999135,0.72869197,,,,Pech [pay],Chibchan,4
,,,0.359271086,0.600292623,0.679594011,,,,Rama [rma],Chibchan,4
,,,0.365253902,0.431265769,0.775442284,,,,Chitimacha [ctm],Totozoquean-Chitimacha,4
,,,0.357943453,0.796038308,0.795809177,,,,Embera_Baudo [bdc],Chocoan,6
,,,0.368789387,0.267783089,0.637334749,,,,Cholon [cht],Cholon,6
,,,0.241628296,0.365390225,0.323497841,,,,Chukchi [ckt],Chukotko-Kamchatkan,3
,,,0.740653487,0.245360352,0.571239609,,,,Chumash [boi],Chumash,4
,,,0.500715319,0.459212368,0.646035102,,,,Daga [dgz],Trans New Guinea,5
,,,0.154031401,0.589526563,0.339065112,,,,Kolami [kfb],Dravidian,3
,,,0.299489,0.56030314,0.399819604,,,,Brahui [brh],Dravidian,3
,,,0.164079339,0.614808764,0.3714686,,,,Malto [kmj],Dravidian,3
,,,0.170075083,0.591311603,0.382639047,,,,Gondi [gno],Dravidian,3
,,,0.145497803,0.59070394,0.338531174,,,,Koya [kff],Dravidian,3
,,,0.155153488,0.624318065,0.340236607,,,,Kui [kxu],Dravidian,3
,,,0.159941257,0.619265391,0.39198838,,,,Kuvi [kxv],Dravidian,3
,,,0.151130663,0.553956212,0.359136983,,,,Telugu [tel],Dravidian,3
,,,0.108416457,0.489670132,0.342229099,,,,Kannada [kan],Dravidian,3
,,,0.155616405,0.542762389,0.385040601,,,,Kodagu [kfa],Dravidian,3
,,,0.148556109,0.633668534,0.303555634,,,,Malayalam [mal],Dravidian,3
,,,0.110927366,0.531175326,0.377023777,,,,Tamil [tam],Dravidian,3
,,,0.168667162,0.559663063,0.38474281,,,,Tulu [tcy],Dravidian,3
,,,0.74362458,0.46253024,0.63796462,,,,Meyah [mej],East Bird's Head,5
,,,0.217881331,0.343014048,0.534326241,,,,Aleut [ale],Eskimo-Aleut,4
,,,0.230849734,0.277922152,0.590184632,,,,Greenlandic [kal],Eskimo-Aleut,4
,,,0.177679043,0.314292619,0.560211925,,,,Yup'ik_Central Alaskan [esu],Eskimo-Aleut,4
,,,0.409912029,0.187635081,0.528223012,,,,Yuracaré [yuz],Yurakare,6
,,,0.689035664,0.376146802,0.464281603,,,,Abipon [axb],Guaicuruan,6
,,,0.783161826,0.285783123,0.11588,,,,Kadiwéu [kbc],Guaicuruan,6
,,,0.510463532,0.697864272,0.673974585,,,,Haida [hdn],Haida,4
,,,0.756635382,0.788355185,0.449481202,,,,Green_Hmong [hnj],Hmong-Mien,3
,,,0.303772654,0.244116985,0.912834502,,,,Chimariko [cid],Chimariko,4
,,,0.371047434,0.181522172,0.520736485,,,,Achumawi [acv],Palaihnihan,4
,,,0.131667431,0.669634196,0.40939784,,,,Pomo_Southeastern [pom],Pomoan,4
,,,0.500602483,0.171480859,0.775852236,,,,Shasta [sht],Shasta,4
,,,0.302750698,0.342998861,0.948444672,,,,Cocopa [coc],Yuman,4
,,,0.180012116,0.394700545,0.655861076,,,,Walapai [yuf],Yuman,4
,,,0.350388628,0.235942536,0.885295485,,,,Maricopa [mrc],Yuman,4
,,,0.14867208,0.409223188,0.992526453,,,,Mohave [mov],Yuman,4
,,,0.360615036,0.445986271,0.921466306,,,,Jamul Tiipay [dih-2],Yuman,4
,,,0.518380178,0.3862087,0.192752062,,,,Albanian Tosk [als],Indo-European,3
,,,0.292722923,0.548505735,0.248084005,,,,Armenian [hye],Indo-European,3
,,,0.365793394,0.459424721,0.057719938,,,,Latvian [lav],Indo-European,3
,,,0.357093642,0.438711966,0.17815182,,,,Lithuanian [lit],Indo-European,3
,,,0.688974494,0.403685504,0.215871604,,,,Breton [bre],Indo-European,3
,,,0.633238425,0.486621393,0.363075445,,,,Cornish [cor],Indo-European,3
,,,0.58816159,0.448427212,0.102035446,,,,Scots Gaelic [gla],Indo-European,3
,,,0.643997236,0.435428203,0.148065814,,,,Irish [gle],Indo-European,3
,,,0.669637708,0.473456192,0.165907481,,,,Welsh [cym],Indo-European,3
,,,0.558271431,0.714169841,0.151509109,,,,Afrikaans [afr],Indo-European,1
,,,0.475842227,0.654165639,0.135016768,,,,Danish [dan],Indo-European,3
,,,0.474065236,0.49004439,0.043477051,,,,Dutch [nld],Indo-European,3
,,,0.486876187,0.558000739,0.095840726,,,,English [eng],Indo-European,3
,,,0.415209314,0.567397697,0.152547183,,,,Faroese [fao],Indo-European,3
,,,0.457336037,0.597063162,0.110215377,,,,Frisian [frs],Indo-European,3
,,,0.39876592,0.564744001,0.03727716,,,,German [deu],Indo-European,3
,,,0.401079159,0.556222219,0.080490081,,,,Icelandic [isl],Indo-European,3
,,,0.445063046,0.664312763,0.120888698,,,,Norwegian [nob],Indo-European,3
,,,0.471289501,0.590999119,0.118148393,,,,Swedish [swe],Indo-European,3
,,,0.416063346,0.415980288,0.029894856,,,,Greek [ell],Indo-European,3
,,,0.159329898,0.610764996,0.304393554,,,,Assamese [asm],Indo-European,3
,,,0.17853673,0.56002054,0.264073243,,,,Bengali [ben],Indo-European,3
,,,0.169905929,0.450578022,0.260675962,,,,Bhojpuri [bho],Indo-European,3
,,,0.231864019,0.560213852,0.370706268,,,,Dumaki [dmk],Indo-European,3
,,,0.207139639,0.523493013,0.19879909,,,,Gujarati [guj],Indo-European,3
,,,0.221665706,0.513878864,0.183055416,,,,Hindi [hin],Indo-European,3
,,,0.197836712,0.402274661,0.218264971,,,,Kashmiri [kas],Indo-European,3
,,,0.159653387,0.558462217,0.283755797,,,,Kumauni [kfy],Indo-European,3
,,,0.204898414,0.554498956,0.283218436,,,,Maithili [mai],Indo-European,3
,,,0.159827294,0.544661071,0.294060381,,,,Marathi [mar],Indo-European,3
,,,0.108643859,0.583641721,0.270850156,,,,Nepali [nep],Indo-European,3
,,,0.195170955,0.565682353,0.309236484,,,,Oriya [ori],Indo-European,3
,,,0.207746184,0.545558736,0.208005756,,,,Punjabi [pan],Indo-European,3
,,,0.204668434,0.543949296,0.386718075,,,,Shina [scl],Indo-European,3
,,,0.193402969,0.650364739,0.291360301,,,,Sinhalese [sin],Indo-European,3
,,,0.144424329,0.560392087,0.309628322,,,,Torwali [trw],Indo-European,3
,,,0.276187036,0.533956315,0.151933102,,,,Urdu [urd],Indo-European,3
,,,0.233029701,0.442334099,0.347524669,,,,Ossetian [oss],Indo-European,3
,,,0.279612592,0.415697575,0.164673929,,,,Pashto [pst],Indo-European,3
,,,0.470623169,0.409396419,0.189210392,,,,Farsi [pes],Indo-European,3
,,,0.351123435,0.629329907,0.199798894,,,,Tajik [tgk],Indo-European,3
,,,0.188790129,0.460504132,0.448798911,,,,Talysh [tly],Indo-European,3
,,,0.227709344,0.540592334,0.338903944,,,,Wakhi [wbl],Indo-European,3
,,,0.487406737,0.520949787,0.163422974,,,,Catalan [cat],Indo-European,3
,,,0.538795585,0.529531159,0.059664442,,,,French [fra],Indo-European,3
,,,0.567061371,0.507729846,0.113453958,,,,Italian [ita],Indo-European,3
,,,0.526390041,0.54106511,0.166346158,,,,Portuguese [por],Indo-European,3
,,,0.470753412,0.5160927,0.101522419,,,,Romanian [ron],Indo-European,3
,,,0.511783136,0.530274666,0.19115464,,,,Romansh [roh],Indo-European,3
,,,0.48104353,0.530057082,0.218588578,,,,Sardinian [sro],Indo-European,3
,,,0.533733991,0.421325972,0,,,,Spanish [spa],Indo-European,3
,,,0.364028035,0.511620872,0.130594663,,,,Belarussian [bel],Indo-European,3
,,,0.463587405,0.517736898,0.068463383,,,,Bulgarian [bul],Indo-European,3
,,,0.354890064,0.515066192,0.149379984,,,,Czech [ces],Indo-European,3
,,,0.407661371,0.543144626,0.192962096,,,,Macedonian [mkd],Indo-European,3
,,,0.395118126,0.51274267,0.102280909,,,,Polish [pol],Indo-European,3
,,,0.421995858,0.514596586,0.095559123,,,,Russian [rus],Indo-European,3
,,,0.393094791,0.544281707,0.179194162,,,,Serbian [srp],Indo-European,3
,,,0.389606729,0.530306838,0.188779195,,,,Slovene [slv],Indo-European,3
,,,0.360487372,0.526981879,0.209501774,,,,Sorbian [dsb],Indo-European,3
,,,0.390611586,0.534528191,0.142328661,,,,Ukrainian [ukr],Indo-European,3
,,,0.686049992,0.095224453,0.576979344,,,,Oneida [one],Iroquoian,4
,,,0.627138689,0.137348415,0.708228734,,,,Tuscarora [tus],Iroquoian,4
,,,0.395424697,0.216644886,0.75554039,,,,Cherokee [chr],Iroquoian,4
,,,0.233214369,0.795867255,0.379207078,,,,Japanese [jpn],Japonic,3
,,,0.235639125,0.509427267,0.42469947,,,,Jivaro [jiv],Jivaroan,6
,,,0.292529528,0.159973867,0.722566388,,,,Karok [kyh],Karok,4
,,,0.235118918,0.313987008,0.236256862,,,,Georgian [kat],Kartvelian,3
