x,y,z,label,family,region
0.207777968,0.784099941,0.600230291,Chöcangacakha [cgk],2,Eurasia
0.945780513,0.623371556,0.327884024,Jomang [tlo],Kordofanian,Africa
0.175153701,0.521587082,0.397614392,Khowar [khw],3,Eurasia
0.432727201,0.253916187,0.529711213,Bardi [bcj],Nyulnyul,Australia
0.800834468,0.369929308,0.432593821,Gbeya_Bossangoa [gbp],Adamawa-Ubangi,Africa
0.517813649,0.239943731,0.696567322,Ngiti [niy],Nilo-Saharan,Africa
0.790339798,0.839683833,0.464140001,Mak [mkg],Tai-Kadai,Eurasia
0.763160454,0.687321034,0.262456658,Ivatan_Southern [ivv],1,Papuanesia
0.697474561,0.504239374,0.594865131,Kedang [ksx],1,Papuanesia
0.738563767,0.739989783,0.549181414,Nyahkur [cbn],5,Eurasia
0.372887027,0.194168002,0.817409711,Caddo [cad],Caddoan,North America
0.774019636,0.225282655,0.422392043,Yeyi [yey],4,Africa
0.531769331,0.330806187,0.146501527,Neo-Aramaic [trg],Afro-Asiatic,Eurasia
0.274982181,0.708363376,0.429058868,Kala Lagaw Ya [mwp],6,Papuanesia
0.824727463,0.604912566,0.509529614,Bobongko [bgb],1,Papuanesia
0.953017139,0.753723352,0.467536611,Jambi Malay [jax],1,Papuanesia
0.557350767,0.299102966,0.924747484,Denaina [tfn],Dene-Yeniseic,North America
0.746757129,0.795263016,0.568651912,Larantuka Malay [lrt],1,Papuanesia
0.780685027,0.75564672,0.531818683,Ai-cham_Diwo [aih],Tai-Kadai,Eurasia
0.779833766,0.757774358,0.530067311,Ong Be [onb],Tai-Kadai,Eurasia
0.184380969,0.80668706,0.576838457,Bumthang [kjz],2,Eurasia
0.076074778,0.403457864,0.655534454,Yakkha [ybh],2,Eurasia
0.112433452,0.693653808,0.536005843,Purik [prx],2,Eurasia
0.644752797,0.574514816,0.096872197,Mnar [pbv-2],5,Eurasia
0.247912774,0.681192634,0.586561013,Hmar [hmr],2,Eurasia
0.057925999,0.378336129,0.523616971,Nobiin [fia],Nilo-Saharan,Africa
0.315714179,0.717236125,0.637181773,Tutsa [tvt],2,Eurasia
0.333200969,0.483911319,0.493337564,Kukatj [xxx-38],6,Australia
0.233643446,0.700422301,0.548621889,Miji [sjl],2,Eurasia
0.83954692,0.519005943,0.700178,Amarasi [aaz],1,Papuanesia
0.722811828,0.433522562,0.671338111,Souw Amana Teru [tlu],1,Papuanesia
0.759038679,0.598440514,0.601319719,Galolen [gal],1,Papuanesia
0.907618808,0.525003889,0.674214475,Dhao [nfa],1,Papuanesia
0.758871984,0.700795039,0.576969183,Mambai [mgm],1,Papuanesia
0.79737,0.634778222,0.576725606,Helong [heg],1,Papuanesia
0.803112862,0.765795302,0.538620775,Blang [blr],5,Eurasia
0.762846332,0.778554634,0.493561943,Zhuang [zyn],Tai-Kadai,Eurasia
0.993495097,0.416482387,0.554047114,Wotu [wtw],1,Papuanesia
0.773598241,0.388029056,0.797076015,Pagu [pgu],West Papuan,Papuanesia
0.856022469,0.583480999,0.473694801,Dadua [gal-2],1,Papuanesia
0.838430346,0.773423084,0.513096443,Kéo [xxk],1,Papuanesia
0.786966677,0.426660264,0.077046244,Nzadi [xxx-48],4,Africa
0.947287839,0.550233267,0.437805787,Balantak [blz],1,Papuanesia
0.822014343,0.805513361,0.534340754,U [xxx-61],5,Eurasia
0.796903037,0.762577196,0.528538368,Surin Khmer [kxm],5,Eurasia
0.183858275,0.510643575,0.279722362,Gojri [gju],3,Eurasia
0.151417556,0.738605164,0.566613243,Tsum [ttz],2,Eurasia
0.480074772,0.797601706,0.654216592,Mru [mro],2,Eurasia
0.360316402,0.846680069,0.564259435,Hlersu [hle],2,Eurasia
0.410498192,0.866330844,0.561282136,Buyuan Jino [jiy],2,Eurasia
0.431892382,0.838134481,0.631443368,Sadu [xxx-63],2,Eurasia
0.295663553,0.356741956,0.371444054,||Ani [hnh],Khoe,Africa
0.751608521,0.836924492,0.508988083,Tsat [huq],1,Eurasia
0.88200681,0.547882639,0.44816943,Sasak [sas],1,Papuanesia
0.144951458,0.728415331,0.684859517,Kuke [ght],2,Eurasia
0.923951102,0.704887052,0.298876336,Classical Malay [xxx-96],1,Eurasia
0.75293462,0.79325883,0.554446176,Ternate Malay [max],1,Papuanesia
0.816865203,0.597232582,0.473891461,Gorontalo [gor],1,Papuanesia
0.518842293,0.868514795,0.593738335,Banggime [dbb],Banggime,Africa
0.296611603,0.61068134,0.884773471,Chin_Daai [dao],2,Eurasia
0.968214981,0.446872361,0.479588255,Proto-Malayo-Polynesian [xxx-97],1,Papuanesia
0.306063145,0.737633224,0.598570853,Awar [aya],Lower Sepik-Ramu,Papuanesia
0.774591726,0.269766895,0.398326785,Herero [her],4,Africa
0.185529421,0.730662385,0.56534914,Haa Zongkha [dzo-2],2,Eurasia
0.721498689,0.29503462,0.434751877,Bemba [bem],4,Africa
0.712316034,0.829091709,0.383261055,Saramaccan [srm],creole,South America
0.789364173,0.825588297,0.383622914,Haitian Creole [hat],creole,North America
0.176107887,0.522547854,0.453087859,Aari [aiw],Afro-Asiatic,Africa
0.487064213,0.81490519,0.59737309,Iha pidgin [ihb],creole,Papuanesia
0.156847538,0.801875766,0.554243788,Sherpa_Hile [xsr-2],2,Eurasia
0.260943498,0.25848276,0.83990437,Creek [mus],Muskogean,North America
0.715098758,0.460089805,0.129605238,Bafut [bfd],4,Africa
0.039160345,0.39819493,0.450633503,Urartian [xur],Hurro-Urartian,Eurasia
0.081090659,0.276874029,0.488475294,Hurrian [xhu],Hurro-Urartian,Eurasia
0.325926417,0.506013944,0.237087621,Oscan [osc],3,Eurasia
0.318290238,0.507542289,0.226986194,Umbrian [xum],3,Eurasia
0.411513602,0.417548108,0.203539335,Gaulish [xtg],3,Eurasia
0.208193345,0.61047891,0.766331362,Yuki [yuk],Wappo-Yukian,North America
0.561469076,0.319950811,0.148469402,Arabic_Basra [acm],Afro-Asiatic,Eurasia
0.407432207,0.627260654,0.770834092,Puxi [jih],2,Eurasia
0.81321708,0.807186538,0.594716646,Mina [gej],4,Africa
0.385276111,0.299866634,0.227376596,Kitanemuk [xxx-43],Uto-Aztecan,North America
0.18933943,0.450799309,0.885179675,Quechan [yum],Yuman,North America
0.420286367,0.557460174,0.047717876,German_Swiss [gsw],3,Eurasia
0.496072714,0.595305995,0.067726352,Scots English [sco],3,Eurasia
0.73021584,0.782278484,0.573524649,Waima'a [wmh],1,Papuanesia
0.821639207,0.819195365,0.49162074,Bih [rad-2],1,Eurasia
0.128440806,0.758326957,0.55815849,Balti [bft],2,Eurasia
0.169560607,0.49946499,0.213265951,Avestan [ave],3,Eurasia
0.770921284,0.656129368,0.593489067,Hresuk [adb],1,Papuanesia
0.543871336,0.799144103,0.643782717,Keuw [khh],Keuw,Papuanesia
0.575856888,0.627801198,0.795088839,Kaera [xxx-111],Timor-Alor-Pantar,Papuanesia
0.79299458,0.754347835,0.486453072,Old Khmer [khm-2],5,Eurasia
0.524326438,0.13558192,0.799518541,Wyandot [wya],Iroquoian,North America
0.800634796,0.628866119,0.675390279,Sula [szn],1,
0.295228837,0.237706366,0.299461635,Muk-Thang [xxx-95],6,Australia
0.270263307,0.042373109,0.615837057,Shawnee [sjw],Algic,North America
0.795983597,0.595757626,0.358875726,Ratahan [rth-2],1,Papuanesia
0.139500579,0.735040998,0.421640617,Ogami [mvi],Japonic,Eurasia
0.169589533,0.815184895,0.549308062,Lamjung Yohlmo [scp-2],2,Eurasia
0.128025642,0.720268874,0.606502679,Nubri [kte],2,Eurasia
0.07447495,0.437465099,0.630338378,Bahing [bhj],2,Eurasia
0,0.443968715,0.64793598,Khaling [klr],2,Eurasia
0.12070887,0.373695015,0.613214821,Koyi [kkt],2,Eurasia
0.644859716,0.926310518,0.460079995,Xuwen [nan-7],2,Eurasia
0.544722494,0.726535258,0.115557914,Hong Kong English [xxx-114],creole,Eurasia
0.673251582,0.909832681,0.499373736,Chinese Pidgin English [xxx-115],creole,Eurasia
